rank,category,modality,name,number,country,event_name,Qualification,Semi-Final,Final
17,Men,Speed,Joe GOODACRE,,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.410 (17),,
17,Men,Speed,Yongsu LEE,,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.410 (17),,
19,Men,Speed,Almaz NAGAEV,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.516 (19),,
20,Men,Speed,Carlos GRANJA,,ECU,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.527 (20),,
21,Men,Speed,Tomoa NARASAKI,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.697 (21),,
22,Men,Speed,Rishat KHAIBULLIN,,KAZ,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.718 (22),,
23,Men,Speed,Lukas KNAPP,,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.733 (23),,
24,Men,Speed,Mickael MAWEM,,FRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.769 (24),,
25,Men,Speed,Isaac ESTEVEZ,,ECU,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.788 (25),,
26,Men,Speed,Alimzhan MYRZABEKOV,,KAZ,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.798 (26),,
27,Men,Speed,Tobias PLANGGER,,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.816 (27),,
28,Men,Speed,Roman KOVALYEV,,KGZ,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.826 (28),,
29,Men,Speed,Donghyun JANG,,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.856 (29),,
30,Men,Speed,Cheung-chi Shoji CHAN,,HKG,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.862 (30),,
31,Men,Speed,Guangfeng LI,,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.016 (31),,
32,Men,Speed,Danny VALENCIA,,ECU,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.047 (32),,
33,Men,Speed,Jan HOJER,,GER,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.079 (33),,
34,Men,Speed,Nickolaie RIVADENEIRA,,ECU,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.104 (34),,
35,Men,Speed,Manuel CORNU,,FRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.170 (35),,
36,Men,Speed,Kokoro FUJII,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.283 (36),,
37,Men,Speed,Josh LEVIN,,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.331 (37),,
38,Men,Speed,Chingkheinganba MAIBAM,,IND,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.398 (38),,
39,Men,Speed,Phanuphong BUNPRAKOP,,THA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.435 (39),,
40,Men,Speed,Hualong SONG,,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.504 (40),,
41,Men,Speed,Galo HERNANDEZ,,ECU,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.543 (41),,
42,Men,Speed,Meichi NARASAKI,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.620 (42),,
42,Men,Speed,Ka-chun YAU,,HKG,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.620 (42),,
44,Men,Speed,Mikel Asier LINACISORO MOLINA,,ESP,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.749 (44),,
45,Men,Speed,Thattana RAKSACHAT,,THA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.795 (45),,
46,Men,Speed,Kai HARADA,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.810 (46),,
47,Men,Speed,Rudolph RUANA,,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.840 (47),,
47,Men,Speed,Rei SUGIMOTO,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.840 (47),,
49,Men,Speed,Yufei PAN,,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.860 (49),,
50,Men,Speed,William BOSI,,GBR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.884 (50),,
51,Men,Speed,Artyom DEVYATERIKOV,,KAZ,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.949 (51),,
52,Men,Speed,Minyoung LEE,,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.042 (52),,
53,Men,Speed,Sascha LEHMANN,,SUI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.119 (53),,
54,Men,Speed,Nathaniel COLEMAN,,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.149 (54),,
55,Men,Speed,Cesar GROSSO,,BRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.184 (55),,
56,Men,Speed,Yannick FLOHÉ,,GER,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.203 (56),,
57,Men,Speed,Hanwool KIM,,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.219 (57),,
58,Men,Speed,Giorgi DJAPARIDZE,,GEO,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.331 (58),,
59,Men,Speed,Kritsadakorn THONGMUNG,,THA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.343 (59),,
60,Men,Speed,Dimitri VOGT,,SUI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.380 (60),,
61,Men,Speed,Keita WATABE,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.464 (61),,
62,Men,Speed,Aleksey RUBTSOV,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.518 (62),,
63,Men,Speed,Michael PICCOLRUAZ,,ITA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.611 (63),,
64,Men,Speed,Jernej KRUDER,,SLO,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.669 (64),,
65,Men,Speed,Sean MCCOLL,,CAN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.729 (65),,
66,Men,Speed,Maciej DOBRZANSKI,,POL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.760 (66),,
66,Men,Speed,Ronny ESCOBAR,,CHI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.760 (66),,
68,Men,Speed,Semen OVCHINNIKOV,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.898 (68),,
69,Men,Speed,Ram LEVIN,,ISR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.901 (69),,
70,Men,Speed,Marcello BOMBARDI,,ITA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.982 (70),,
71,Men,Speed,Gholamali BARATZADEH,,IRI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.010 (71),,
71,Men,Speed,Peter KURIC,,SVK,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.010 (71),,
73,Men,Speed,Calrin CURTIS,,RSA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.054 (73),,
74,Men,Speed,Oleksii KRYNETSKYI,,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.139 (74),,
75,Men,Speed,Simon LORENZI,,BEL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.190 (75),,
75,Men,Speed,Hannes PUMAN,,SWE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.190 (75),,
77,Men,Speed,Sirapob JIRAJATURAPAK,,THA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.239 (77),,
78,Men,Speed,Felipe HO FOGANHOLO,,BRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.241 (78),,
79,Men,Speed,Georg PARMA,,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.290 (79),,
79,Men,Speed,Sungbo SEO,,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.290 (79),,
81,Men,Speed,Adam ONDRA,,CZE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.316 (81),,
82,Men,Speed,George SANDERS,,NZL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.369 (82),,
83,Men,Speed,William RIDAL,,GBR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.378 (83),,
84,Men,Speed,Jonatan FLOR VAZQUEZ,,ESP,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.415 (84),,
85,Men,Speed,Javier CANO BLAZQUEZ,,ESP,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.455 (85),,
86,Men,Speed,Loïc TIMMERMANS,,BEL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.499 (86),,
87,Men,Speed,Sergio VERDASCO URIZAL,,ESP,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.550 (87),,
88,Men,Speed,Santiago GARCIA,,ARG,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.648 (88),,
89,Men,Speed,Tomoaki TAKATA,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.711 (89),,
90,Men,Speed,Jason HOLOWACH,,CAN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.753 (90),,
91,Men,Speed,Benjamin AYALA,,CHI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.920 (91),,
91,Men,Speed,Petr BURIAN,,CZE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.920 (91),,
93,Men,Speed,Luka POTOCAR,,SLO,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.937 (93),,
94,Men,Speed,Yuval SHEMLA,,ISR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.994 (94),,
95,Men,Speed,Borja FARAH,,CHI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.004 (95),,
96,Men,Speed,Fedir SAMOILOV,,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.081 (96),,
97,Men,Speed,Matthaios VALSAMIDIS,,GRE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.207 (97),,
98,Men,Speed,Alex KHAZANOV,,ISR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.295 (98),,
99,Men,Speed,Sergio PASTOR MARTÍNEZ,,ESP,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.502 (99),,
100,Men,Speed,Nimrod MARCUS,,ISR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.515 (100),,
101,Men,Speed,Jean OURIQUES,,BRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.527 (101),,
102,Men,Speed,Domen SKOFIC,,SLO,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.841 (102),,
103,Men,Speed,Gaurav KUMAR,,IND,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.933 (103),,
104,Men,Speed,Joseph ROSENDORFF,,RSA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.118 (104),,
105,Men,Speed,Lucas UCHIDA,,CAN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.223 (105),,
106,Men,Speed,Yarden PILPEL,,ISR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,12.086 (106),,
107,Men,Speed,Or MINIELY,,ISR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,12.219 (107),,
108,Men,Speed,Orfeas TSIAOUSIS,,GRE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,14.377 (108),,
109,Men,Speed,Alexander MEGOS,,GER,IFSC Climbing World Championships - Innsbruck (AUT) 2018,15.427 (109),,
110,Men,Speed,Reshmin Mihin AMARASINGHE,,SRI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,fall (110),,
110,Men,Speed,Pedro BELLO,,CHI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Danyil BOLDYREV,,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,John BROSLER,,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Matej BURIAN,,CZE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Jongwon CHON,,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Nicolas COLLIN,,BEL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Matthias ERBER,,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Giga JANKHOTELI,,GEO,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Pedro Ferreira NICOLOSO,,BRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Yoshiyuki OGATA,,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Bharath PEREIRA,,IND,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Alessandro SANTONI,,ITA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Jakob SCHUBERT,,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Yaroslav TKACH,,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
110,Men,Speed,Gian Luca ZODDA,,ITA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,False start (110),,
1,Women,Speed,Aleksandra MIROSLAW,41 •,POL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.631 (1),,7.56 (1)
2,Women,Speed,Anna BROZEK,62 •,POL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.990 (6),,7.91 (2)
3,Women,Speed,Mariia KRASAVINA,54 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.887 (3),,WILDCARD (3)
4,Women,Speed,Aleksandra KALUCKA,60 •,POL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.935 (4),,FALSE START (4)
5,Women,Speed,Patrycja CHUDZIAK,46 •,POL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.290 (9),,7.88 (5)
6,Women,Speed,Alla MARENYCH,84 •,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.452 (16),,8.17 (6)
7,Women,Speed,Yiling SONG,72 •,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.990 (6),,8.90 (7)
8,Women,Speed,Anna TSYGANOVA,85 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.944 (5),,FALSE START (8)
9,Women,Speed,Di NIU,9 •,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.410 (12),,8.03 (9)
10,Women,Speed,Natalia KALUCKA,20 •,POL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.410 (12),,8.27 (10)
11,Women,Speed,Ekaterina BARASHCHUK,2 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.436 (14),,8.302 (11)
12,Women,Speed,Elizaveta IVANOVA,36 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.243 (8),,8.304 (12)
13,Women,Speed,Iuliia KAPLINA,38 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.290 (9),,8.43 (13)
14,Women,Speed,Cuilian HE,79 •,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.450 (15),,10.36 (14)
15,Women,Speed,Anouck JAUBERT,74 •,FRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,7.789 (2),,FALL (15)
16,Women,Speed,Victoire ANDRIER,45 •,FRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.306 (11),,FALL (16)
17,Women,Speed,Aurelia SARISSON,75 •,FRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.477 (17),,
18,Women,Speed,Mingwei NI,77 •,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.579 (18),,
19,Women,Speed,Laura LAMMER,30 •,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.754 (19),,
20,Women,Speed,Elena TIMOFEEVA,34 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.796 (20),,
21,Women,Speed,Leslie ROMERO,96 •,VEN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.803 (21),,
22,Women,Speed,Alexandra ELMER,52 •,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.867 (22),,
23,Women,Speed,Piper KELLY,32 •,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.899 (23),,
24,Women,Speed,Kamilla KUSHAEVA,59 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,8.991 (24),,
25,Women,Speed,Miho NONAKA,90 •,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.061 (25),,
26,Women,Speed,Laura STÖCKLER,53 •,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.138 (26),,
27,Women,Speed,Assel MARLENOVA,7 •,KAZ,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.164 (27),,
28,Women,Speed,Andrea ROJAS,27 •,ECU,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.302 (28),,
29,Women,Speed,Nina LACH,25 •,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.537 (29),,
30,Women,Speed,Claire BUHRFEIND,14 •,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.731 (30),,
31,Women,Speed,Sol SA,4 •,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.806 (31),,
32,Women,Speed,Tetiana KOLKOTINA,37 •,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,9.993 (32),,
33,Women,Speed,Petra KLINGLER,55 •,SUI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.010 (33),,
34,Women,Speed,Kyra CONDIE,86 •,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.068 (34),,
35,Women,Speed,Stasa GEJO,92 •,SRB,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.181 (35),,
36,Women,Speed,Alejandra CONTRERAS,24 •,CHI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.196 (36),,
37,Women,Speed,Iuliia PANTELEEVA,42 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.360 (37),,
37,Women,Speed,Alannah YIP,64 •,CAN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.360 (37),,
39,Women,Speed,Oceania MACKENZIE,21 •,AUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.383 (39),,
40,Women,Speed,Chloe CAULIER,56 •,BEL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.430 (40),,
41,Women,Speed,Youjin CHA,28 •,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.455 (41),,
42,Women,Speed,Hana KRIZOVA,23 •,CZE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.477 (42),,
43,Women,Speed,Kseniia PETROVA,13 •,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.492 (43),,
44,Women,Speed,Margaryta ZAKHAROVA,50 •,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.514 (44),,
45,Women,Speed,Akiyo NOGUCHI,44 •,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.548 (45),,
46,Women,Speed,Brooke RABOUTOU,76 •,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.571 (46),,
47,Women,Speed,Janja GARNBRET,22 •,SLO,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.624 (47),,
48,Women,Speed,Sandra LETTNER,19 •,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.690 (48),,
49,Women,Speed,Babette ROY,88 •,CAN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,10.740 (49),,
50,Women,Speed,Andrea KÜMIN,1 •,SUI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.018 (50),,
51,Women,Speed,Margarita AGAMBAYEVA,89 •,KAZ,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.070 (51),,
52,Women,Speed,Pratthana RAKSACHAT,5 •,THA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.154 (52),,
53,Women,Speed,Francis GUILLEN,65 •,VEN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.266 (53),,
54,Women,Speed,Jain KIM,67 •,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.316 (54),,
55,Women,Speed,Jeongran KO,69 •,KOR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.475 (55),,
56,Women,Speed,Alma BESTVATER,83 •,GER,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.536 (56),,
57,Women,Speed,Narada DISYABUT,31 •,THA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.808 (57),,
58,Women,Speed,Jessica PILZ,57 •,AUT,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11.998 (58),,
59,Women,Speed,Mei KOTAKE,33 •,JPN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,12.047 (59),,
60,Women,Speed,Margo HAYES,18 •,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,12.344 (60),,
61,Women,Speed,Celine CUYPERS,51 •,BEL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,12.486 (61),,
